14.00


# ANY ENTRY WITH A SMIDMARK_THRESH ABOVE >1.0 WILL RAISE TYRE TEMPERATURE
# ANY ENTRY <1.0 WILL NOT AFFECT TYRE TEMPERATURE

#################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
#						SKIDMARK DECAL ---------------------------------------------------->	WHEEL PARTICLES --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------->	LIGHTS ---------------------------------------------------------------->	#
# VFX MATERIAL GROUP	    SLIP		 PRESSURE		DECAL	DECAL	DECAL	COL_TINT		FRIC_THRESH		FRICTION_FX_1				FRICTION_FX_2				FRICTION_FX_3				DISP_THRESH		DISPLACEMENT_FX_1			DISPLACEMENT_FX_2			DISPLACEMENT_FX_3			DISPLACEMENT_FX_LOD			BURN_FRIC_EVO	BURN_TEMP_EVO	BURNOUT_FX_1			BURNOUT_FX_2			BURNOUT_FX_3	ON	 COL_MIN	 COL_MAX	 INTENSITY		   RANGE		  FALLOFF		#
#						MIN		MAX		MIN		MAX		ID 1	ID 2	ID 3	R   G	B		MIN		MAX																							MIN		MAX																													MIN		MAX		MIN		MAX																				R	G	B	R	G	B	MIN		MAX		MIN		MAX		MIN		MAX		#
#################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
## WHEN TYRE IS OK ON A DRY SURFACE																																																																																																
																																																																																																								
VEHFX_INFO_START																																																																																																				
																																																																																																								
VOID					-1.0	-1.0	-1.0	-1.0	0		0		0		255 255	255		-1.0	-1.0	-							-							-							-1.0	-1.0	-							-							-							-							-1.0	-1.0  	-1.0	-1.0	-						-						-				0	0	0	0	0	0	0	0.0		0.0		0.0		0.0		0.0		0.0
GENERIC					-1.0	-1.0	-1.0	-1.0	3011	3011	3011	143 124	108		-1.0	-1.0	-							-							-							-1.0	-1.0	-							-							-							-							-1.0	-1.0  	-1.0	-1.0	-						-						-				0	0	0	0	0	0	0	0.0		0.0		0.0		0.0		0.0		0.0
																																																																																														
CONCRETE				3.0		7.0		-1.0	-1.0	3010	3010	3200	 10  10	 10		9.2		20.0    wheel_fric_hard				wheel_fric_hard_Bike		wheel_fric_hard_tank		-1.0	-1.0	-							-							-							-							 25.2	55.0    12.0	50.0	wheel_burnout			wheel_burnout			wheel_burnout	0	0	0	0	0	0	0	0.0		0.0		0.0		0.0		0.0		0.0
CONCRETE_DUSTY			3.0		7.0		-1.0	-1.0	3010	3010	3200	 10  10	 10		9.5		20.0    wheel_fric_hard				wheel_fric_hard_Bike		wheel_fric_hard_tank		 1.0	10.0	wheel_fric_hard_Dusty		wheel_fric_hard_Dusty_Bike	wheel_fric_hard_Dusty_Bike	wheel_fric_dusty_LOD		 25.2	55.0    12.0	50.0	wheel_burnout			wheel_burnout			wheel_burnout	0	0	0	0	0	0	0	0.0		0.0		0.0		0.0		0.0		0.0
TARMAC					3.0		7.0		-1.0	-1.0	3010	3010	3200	 10  10	 10		9.5		20.0    wheel_fric_hard				wheel_fric_hard_Bike		wheel_fric_hard_tank		-1.0	-1.0	-							-							-							-							 25.2	55.0    12.0	50.0	wheel_burnout			wheel_burnout			wheel_burnout	0	0	0	0	0	0	0	0.0		0.0		0.0		0.0		0.0		0.0
TARMAC_BRITTLE			3.0		7.0		-1.0	-1.0	3010	3010	3200	 10  10	 10		9.5		20.0    wheel_fric_hard				wheel_fric_hard_Bike		wheel_fric_hard_tank		-1.0	-1.0	-							-							-							-							 25.2	55.0    12.0	50.0	wheel_burnout			wheel_burnout			wheel_burnout	0	0	0	0	0	0	0	0.0		0.0		0.0		0.0		0.0		0.0
STONE					3.0		7.0		-1.0	-1.0	3010	3010	3200	255 255	255		2.2		12.0    wheel_fric_hard				wheel_fric_hard_Bike		wheel_fric_hard_tank		-1.0	-1.0	-							-							-							-							 3.2	11.0    12.0	50.0	wheel_burnout			wheel_burnout			wheel_burnout	0	0	0	0	0	0	0	0.0		0.0		0.0		0.0		0.0		0.0
BRICK					3.0		7.0		-1.0	-1.0	3010	3010	3200	 10  10	 10		2.2		12.0    wheel_fric_hard				wheel_fric_hard_Bike		wheel_fric_hard_tank		-1.0	-1.0	-							-							-							-							 3.2	11.0    12.0	50.0	wheel_burnout			wheel_burnout			wheel_burnout	0	0	0	0	0	0	0	0.0		0.0		0.0		0.0		0.0		0.0
MARBLE					3.0		7.0		-1.0	-1.0	3010	3010	3200	255 255	255		2.2		12.0    wheel_fric_hard				wheel_fric_hard_Bike		wheel_fric_hard_tank		-1.0	-1.0	-							-							-							-							 3.2	11.0    12.0	50.0	wheel_burnout			wheel_burnout			wheel_burnout	0	0	0	0	0	0	0	0.0		0.0		0.0		0.0		0.0		0.0
PAVING					3.0		7.0		-1.0	-1.0	3010	3010	3200	 10  10	 10		2.2		12.0    wheel_fric_hard				wheel_fric_hard_Bike		wheel_fric_hard_tank		-1.0	-1.0	-							-							-							-							 3.2	11.0    12.0	50.0	wheel_burnout			wheel_burnout			wheel_burnout	0	0	0	0	0	0	0	0.0		0.0		0.0		0.0		0.0		0.0
SANDSTONE				3.0		7.0		-1.0	-1.0	3010	3010	3200	255 255	255		2.2		12.0    wheel_fric_hard				wheel_fric_hard_Bike		wheel_fric_hard_tank		-1.0	-1.0	-							-							-							-							 3.2	11.0    12.0	50.0	wheel_burnout			wheel_burnout			wheel_burnout	0	0	0	0	0	0	0	0.0		0.0		0.0		0.0		0.0		0.0
SANDSTONE_BRITTLE		3.0		7.0		-1.0	-1.0	3010	3010	3200	255 255	255		2.2		12.0    wheel_fric_hard				wheel_fric_hard_Bike		wheel_fric_hard_tank		-1.0	-1.0	-							-							-							-							 3.2	11.0    12.0	50.0	wheel_burnout			wheel_burnout			wheel_burnout	0	0	0	0	0	0	0	0.0		0.0		0.0		0.0		0.0		0.0
																																																																																														
SAND_LOOSE				1.0		4.0		0.01     10.0	3011	3015	3200	175 175	175		9.5  	20.0	wheel_spin_sand 			wheel_spin_sand 			-							 1.0	10.0	wheel_fric_sand				wheel_fric_sand_Bike		wheel_fric_sand_Tank		wheel_fric_sand_LOD			 25.2	55.0     0.10	 5.0	-						-						-				0	0	0	0	0	0	0	0.0		0.0		0.0		0.0		0.0		0.0
SAND_COMPACT			1.0		4.0	    0.01     10.0	3011 	3015 	3200 	175 175	175		1.5		12.0	wheel_spin_sand 			wheel_spin_sand				-							 1.0	10.0	wheel_fric_sand				wheel_fric_sand_Bike		wheel_fric_sand_Tank		wheel_fric_sand_LOD			 3.2	11.0    -1.0	-1.0	-						-						-				0	0	0	0	0	0	0	0.0		0.0		0.0		0.0		0.0		0.0
SAND_WET				1.0		4.0	    0.01     10.0	3011	3015	3200	125 125	125		1.5		12.0	wheel_spin_sandWet 			wheel_spin_sandWet			-							 1.0	10.0	wheel_fric_sandWet_Bike		wheel_fric_sandWet_Bike		wheel_fric_sandWet_Tank		wheel_fric_sandWet_LOD		 3.2	11.0    -1.0	-1.0	-						-						-				0	0	0	0	0	0	0	0.0		0.0		0.0		0.0		0.0		0.0
SAND_UNDERWATER			1.0		4.0	    0.01     10.0	3011	3015	3200	115 115	115	   -1.0	    -1.0	-							-							-							-1.0	-1.0	-							-							-							-							-1.0	-1.0  	-1.0	-1.0	-						-						-				0	0	0	0	0	0	0	0.0		0.0		0.0		0.0		0.0		0.0
SAND_DEEP				1.0		4.0		0.01     10.0	3019	3019	3200	175 175	175		1.5  	12.0	wheel_spin_sand 			wheel_spin_sand 			-							 1.0	10.0	wheel_decal_sand_deep		wheel_decal_sand_deep		wheel_fric_sand_Tank		wheel_fric_sand_LOD			 3.2	11.0     0.10	 5.0	-						-						-				0	0	0	0	0	0	0	0.0		0.0		0.0		0.0		0.0		0.0
SAND_WET_DEEP			1.0		4.0		0.01     10.0	3019	3019	3200	125 125	125		1.5  	12.0	wheel_spin_sand 			wheel_spin_sand 			-							 1.0	10.0	wheel_decal_sand_wet_deep	wheel_decal_sand_wet_deep	wheel_fric_sand_Tank		wheel_fric_sand_LOD			 3.2	11.0     0.10	 5.0	-						-						-				0	0	0	0	0	0	0	0.0		0.0		0.0		0.0		0.0		0.0
ICE						3.0		7.0		0.01     10.0	3100    3100    3200    028 028	028	   -1.0	    -1.0  	-							-							-							 1.0	10.0    wheel_decal_slush			wheel_decal_slush			wheel_decal_slush			-							-1.0  	-1.0  	-1.0	-1.0	-						-						-				0	0	0	0	0	0	0	0.0		0.0		0.0		0.0		0.0		0.0
SNOW_LOOSE				1.0		4.0		0.01     10.0	3014	3014	3200	195 195	195		1.0  	 5.0	wheel_spin_snow				wheel_spin_snow				-							 1.0	10.0	wheel_fric_snow_loose		wheel_fric_snow_loose		wheel_fric_snow_loose		wheel_fric_snow_LOD			 0.2	11.0  	-1.0	-1.0	-						-						-				0	0	0	0	0	0	0	0.0		0.0		0.0		0.0		0.0		0.0
SNOW_COMPACT			1.0		4.0		0.01     10.0	3100	3100	3200	028 028	028		1.0 	 5.0	wheel_spin_snow				wheel_spin_snow				-							 1.0	10.0	wheel_fric_snow_loose		wheel_fric_snow_loose		wheel_fric_snow_loose		wheel_fric_snow_LOD			 0.2	11.0 	-1.0	-1.0	-						-						-				0	0	0	0	0	0	0	0.0		0.0		0.0		0.0		0.0		0.0
GRAVEL					1.0		4.0	    0.01     10.0	3011	3015	3200	115 115	115		2.5 	15.0    wheel_spin_gravel			wheel_spin_gravel			-							 1.0	10.0    wheel_fric_gravel			wheel_fric_gravel			wheel_fric_gravel_Tank		wheel_fric_gravel_LOD		 1.2	11.0	-1.0	-1.0	-						-						-				0	0	0	0	0	0	0	0.0		0.0		0.0		0.0		0.0		0.0
GRAVEL_DEEP				1.0		4.0	    0.01     10.0	3011	3015	3200	115 115	115		2.5 	15.0    wheel_spin_gravel			wheel_spin_gravel			-							 1.0	10.0    wheel_fric_gravel			wheel_fric_gravel			wheel_fric_gravel_Tank		wheel_fric_gravel_LOD		 1.2	11.0	-1.0	-1.0	-						-						-				0	0	0	0	0	0	0	0.0		0.0		0.0		0.0		0.0		0.0
